"","id","genre"
"94","001666","Pop"
"95","001673","Experimental"
"96","001680","International"
"97","001681","International"
"98","001682","International"
"99","001683","International"
"100","001684","International"
"101","001685","International"
"102","001686","International"
"103","001687","International"
"104","001688","International"
"105","001689","International"
"106","001701","Folk"
"107","001702","Folk"
"108","001703","Folk"
"109","001704","Folk"
"110","001706","Rock"
"111","001720","Rock"
"112","001732","Experimental"
"113","001733","Experimental"
"114","001735","Experimental"
"115","001736","Experimental"
"116","001883","Rock"
"117","001891","Rock"
"118","001893","Folk"
"119","001924","Folk"
"120","001925","Folk"
"121","001929","Experimental"
"122","001930","Rock"
"123","002012","Experimental"
"124","002096","Experimental"
"125","002097","Folk"
"126","002099","Pop"
"127","003263","Folk"
"128","003264","Folk"
"129","003265","Folk"
"130","003266","Folk"
"131","003270","Folk"
"132","003271","Folk"
"133","003272","Folk"
"134","003273","Folk"
"135","003274","Folk"
"136","003492","Rock"
"137","003532","Pop"
"138","003533","Pop"
"139","003534","Pop"
"140","003535","Pop"
"141","003537","Pop"
"142","003538","Pop"
"143","003573","Electronic"
"144","003598","Folk"
"145","003624","Rock"
"146","003707","Folk"
"147","003708","Folk"
"148","003720","Rock"
"149","003721","Rock"
"150","003722","Rock"
"151","003724","Rock"
"152","003725","Rock"
"153","003761","Rock"
"154","003762","Rock"
"155","003763","Rock"
"156","003765","Rock"
"157","003766","Rock"
"158","003775","International"
"159","003776","International"
"160","003777","International"
"161","003778","International"
"162","003779","International"
"163","003832","Folk"
"164","003833","Rock"
"165","003840","Rock"
"166","003880","Folk"
"167","003895","International"
"168","003896","International"
"169","003904","Folk"
"170","003905","Folk"
"171","003906","Folk"
"172","003908","Folk"
"173","003909","Folk"
"174","003910","Folk"
"175","003911","Folk"
"176","003912","Folk"
"177","003913","Folk"
"178","003920","Folk"
"179","003921","Folk"
"180","003950","Rock"
"181","004013","Folk"
"182","004017","Folk"
"183","004022","Rock"
"184","004037","Folk"
"185","004066","Folk"
"186","004067","Folk"
"187","004068","Folk"
"188","004069","Folk"
"189","004070","International"
"190","004071","International"
"191","004072","International"
"192","004073","International"
"193","004074","International"
"194","004075","International"
"195","004076","International"
"196","004077","International"
"197","004078","International"
"198","004079","International"
"199","004080","International"
"200","004091","International"
"201","004092","International"
"202","004093","International"
"203","004094","International"
"204","004095","International"
"205","004096","International"
"206","004097","International"
"207","004098","International"
"208","004099","International"
"209","004100","International"
"210","004101","International"
"211","004102","International"
"212","004103","International"
"213","004108","Rock"
"214","004232","International"
"215","004233","International"
"216","004234","International"
"217","004235","International"
"218","004236","International"
"219","004239","International"
"220","004450","Folk"
"221","004507","International"
"222","004508","International"
"223","004509","International"
"224","004510","International"
"225","004511","International"
"226","004519","Electronic"
"227","004520","Electronic"
"228","004521","Electronic"
"229","004522","Electronic"
"230","004682","Hip-Hop"
"231","004684","Hip-Hop"
"232","004685","Hip-Hop"
"233","004688","Hip-Hop"
"234","004777","Rock"
"235","004778","Rock"
"236","004779","Rock"
"237","004780","Rock"
"238","004781","Rock"
"239","004782","Rock"
"240","004784","Rock"
"241","004785","Rock"
"242","004786","Rock"
"243","004787","Rock"
"244","004788","Rock"
"245","004799","Rock"
"246","004835","Rock"
"247","004836","Rock"
"248","004838","Rock"
"249","004846","International"
"250","004848","International"
"251","004849","International"
"252","005006","Rock"
"253","005156","Folk"
"254","005157","Folk"
"255","005158","Folk"
"256","005159","Folk"
"257","005169","Folk"
"258","005170","Folk"
"259","005171","Folk"
"260","005191","Pop"
"261","005264","Hip-Hop"
"262","005268","Hip-Hop"
"263","005376","Folk"
"264","005381","Folk"
"265","005521","Experimental"
"266","005879","Folk"
"267","005936","Folk"
"268","005940","Folk"
"269","006329","International"
"270","006330","International"
"271","006331","International"
"272","006332","International"
"273","006333","International"
"274","006342","International"
"275","006354","International"
"276","006357","International"
"277","006358","International"
"278","006360","International"
"279","006363","International"
"280","006366","International"
"281","006367","International"
"282","006368","International"
"283","006370","International"
"284","006372","International"
"285","006373","International"
"286","006376","International"
"287","006379","International"
"288","006380","International"
"289","006381","International"
"290","006382","International"
"291","006383","International"
"292","006385","International"
"293","006387","International"
"294","006389","International"
"295","006390","International"
"296","006393","International"
"297","006394","International"
"298","006396","International"
"299","006406","Folk"
"300","006407","Folk"
"301","006439","Hip-Hop"
"302","006440","Hip-Hop"
"303","006442","Hip-Hop"
"304","006443","Hip-Hop"
"305","006448","Hip-Hop"
"306","006459","International"
"307","006461","Folk"
"308","006463","Folk"
"309","006467","Folk"
"310","006469","International"
"311","006517","Rock"
"312","006519","Rock"
"313","006603","Hip-Hop"
"314","006605","Hip-Hop"
"315","006606","Hip-Hop"
"316","006607","Hip-Hop"
"317","006608","Hip-Hop"
"318","006609","Hip-Hop"
"319","006610","Hip-Hop"
"320","006611","Hip-Hop"
"321","006674","Experimental"
"322","006675","Experimental"
"323","006677","Experimental"
"324","006679","Experimental"
"325","006680","Experimental"
"326","006684","Experimental"
"327","006762","Folk"
"328","006776","Rock"
"329","006778","Rock"
"330","006779","Folk"
"331","006782","Folk"
"332","006783","Folk"
"333","006788","Rock"
"334","006802","International"
"335","006803","International"
"336","006854","Folk"
"337","006855","Folk"
"338","006856","Folk"
"339","006857","Folk"
"340","007011","Electronic"
"341","007373","Experimental"
"342","007374","Experimental"
"343","007375","Experimental"
"344","007376","Experimental"
"345","007377","Experimental"
"346","007378","Experimental"
"347","007379","Experimental"
"348","007381","Experimental"
"349","007383","Experimental"
"350","007385","Experimental"
"351","007386","Experimental"
"352","007388","Experimental"
"353","007391","Experimental"
"354","007393","Experimental"
"355","007481","Hip-Hop"
"356","007482","Hip-Hop"
"357","007483","Hip-Hop"
"358","007487","Hip-Hop"
"359","007488","Hip-Hop"
"360","007489","Hip-Hop"
"361","007490","Hip-Hop"
"362","007491","Hip-Hop"
"363","007492","Hip-Hop"
"364","007495","Rock"
"365","007526","Pop"
"366","007527","Pop"
"367","007528","Pop"
"368","007529","Pop"
"369","007548","Experimental"
"370","007554","Experimental"
"371","007709","Folk"
"372","007710","Folk"
"373","007711","Folk"
"374","007712","Folk"
"375","007713","Folk"
"376","007872","Rock"
"377","008056","Rock"
"378","008208","Rock"
"379","008256","Folk"
"380","008259","Folk"
"381","008261","Folk"
"382","008345","Experimental"
"383","008357","Experimental"
"384","008363","Experimental"
"385","008372","Experimental"
"386","008416","Experimental"
"387","009152","Experimental"
"388","009155","Experimental"
"389","009307","Experimental"
"390","009476","Experimental"
"391","009477","Experimental"
"392","009491","Rock"
"393","009505","Experimental"
"394","009511","Rock"
"395","009512","International"
"396","009513","Rock"
"397","009550","Rock"
"398","009553","Rock"
"399","009555","Rock"
"400","009557","Rock"
"401","009559","Rock"
"402","009560","Rock"
"403","009678","Experimental"
"404","009721","Experimental"
"405","009846","Experimental"
"406","009887","Folk"
"407","009888","Folk"
"408","009918","Experimental"
"409","009962","Rock"
"410","010186","International"
"411","010192","Hip-Hop"
"412","010250","Instrumental"
"413","010374","Experimental"
"414","010375","Experimental"
"415","010376","Experimental"
"416","010377","Experimental"
"417","010381","Folk"
"418","010382","Folk"
"419","010383","Folk"
"420","010384","Folk"
"421","010385","Folk"
"422","010386","Folk"
"423","010387","Folk"
"424","010388","Folk"
"425","010389","Folk"
"426","010435","Experimental"
"427","010438","Folk"
"428","010439","Folk"
"429","010440","Folk"
"430","010441","Folk"
"431","010442","Folk"
"432","010443","Folk"
"433","010444","Folk"
"434","010447","Folk"
"435","010458","Folk"
"436","010480","Folk"
"437","010481","Folk"
"438","010485","Folk"
"439","010521","Experimental"
"440","010527","Experimental"
"441","010535","Experimental"
"442","010541","Experimental"
"443","010575","Folk"
"444","010577","Folk"
"445","010668","Rock"
"446","010669","Rock"
"447","010670","Rock"
"448","010671","Rock"
"449","010672","Rock"
"450","010673","Rock"
"451","010674","Rock"
"452","010675","Rock"
"453","010676","Rock"
"454","010677","Rock"
"455","010678","Folk"
"456","010679","Folk"
"457","010682","Folk"
"458","010684","Folk"
"459","010693","Hip-Hop"
"460","010694","Hip-Hop"
"461","010695","Hip-Hop"
"462","010696","Hip-Hop"
"463","010697","Hip-Hop"
"464","010698","Hip-Hop"
"465","010699","Hip-Hop"
"466","010805","Pop"
"467","010806","Pop"
"468","010807","Pop"
"469","010808","Pop"
"470","010809","Pop"
"471","010810","Pop"
"472","010983","Experimental"
"473","010992","Folk"
"474","010993","Folk"
"475","011019","Experimental"
"476","011020","Experimental"
"477","011059","Folk"
"478","011198","Pop"
"479","011199","Pop"
"480","011200","Pop"
"481","011204","Hip-Hop"
"482","011206","Electronic"
"483","011234","Experimental"
"484","011237","Experimental"
"485","011239","Experimental"
"486","011242","Experimental"
"487","011261","Pop"
"488","011262","Electronic"
"489","011264","Rock"
"490","011268","Rock"
"491","011298","Hip-Hop"
"492","011299","Hip-Hop"
"493","011306","Rock"
"494","011333","Experimental"
"495","011334","Experimental"
"496","011503","Folk"
"497","011504","Folk"
"498","011505","Folk"
"499","011508","Folk"
"500","011544","Experimental"
"501","011638","Instrumental"
"502","011671","International"
"503","011672","International"
"504","011673","International"
"505","011674","International"
"506","011675","International"
"507","011677","International"
"508","011679","International"
"509","011681","International"
"510","011682","International"
"511","011683","International"
"512","011763","Hip-Hop"
"513","011764","Hip-Hop"
"514","011765","Hip-Hop"
"515","011766","Hip-Hop"
"516","011767","Hip-Hop"
"517","011768","Hip-Hop"
"518","011769","Hip-Hop"
"519","011770","Hip-Hop"
"520","011771","Hip-Hop"
"521","011772","Hip-Hop"
"522","011773","Hip-Hop"
"523","011774","Hip-Hop"
"524","011775","Hip-Hop"
"525","011776","Hip-Hop"
"526","011777","Hip-Hop"
"527","011778","Hip-Hop"
"528","011779","Hip-Hop"
"529","011780","Hip-Hop"
"530","011781","Hip-Hop"
"531","011782","Hip-Hop"
"532","011783","Hip-Hop"
"533","011784","Hip-Hop"
"534","011785","Hip-Hop"
"535","011786","Hip-Hop"
"536","011787","Hip-Hop"
"537","011788","Hip-Hop"
"538","011789","Hip-Hop"
"539","011790","Hip-Hop"
"540","011791","Hip-Hop"
"541","011792","Hip-Hop"
"542","011793","Hip-Hop"
"543","011794","Hip-Hop"
"544","011795","Hip-Hop"
"545","011803","Hip-Hop"
"546","011818","Hip-Hop"
"547","011839","Hip-Hop"
"548","011861","Hip-Hop"
"549","011862","Hip-Hop"
"550","011867","Hip-Hop"
"551","011868","Hip-Hop"
"552","011916","Hip-Hop"
"553","011917","Hip-Hop"
"554","011918","Hip-Hop"
"555","011919","Hip-Hop"
"556","011920","Hip-Hop"
"557","011921","Hip-Hop"
"558","011922","Hip-Hop"
"559","011933","Rock"
"560","011937","Pop"
"561","011942","Electronic"
"562","011946","Experimental"
"563","011947","Experimental"
"564","011951","Experimental"
"565","012045","Folk"
"566","012046","Folk"
"567","012047","Folk"
"568","012048","Folk"
"569","012049","Folk"
"570","012050","Folk"
"571","012051","Folk"
"572","012052","Folk"
"573","012053","Folk"
"574","012058","Folk"
"575","012059","Folk"
"576","012060","Folk"
"577","012061","Folk"
"578","012062","Folk"
"579","012064","Folk"
"580","012065","Folk"
"581","012066","Folk"
"582","012067","Folk"
"583","012109","International"
"584","012146","Pop"
"585","012147","Pop"
"586","012173","Hip-Hop"
"587","012174","Hip-Hop"
"588","012179","Pop"
"589","012188","Pop"
"590","012189","Electronic"
"591","012346","Experimental"
"592","012348","Folk"
"593","012349","Folk"
"594","012350","Folk"
"595","012351","Folk"
"596","012352","Folk"
"597","012353","Folk"
"598","012355","Folk"
"599","012376","Pop"
"600","012387","Pop"
"601","012390","Pop"
"602","012394","Hip-Hop"
"603","012481","Folk"
"604","012482","Folk"
"605","012484","Folk"
"606","012485","Folk"
"607","012486","Folk"
"608","012487","Folk"
"609","012488","Folk"
"610","012489","Folk"
"611","012490","Folk"
"612","012508","Folk"
"613","012513","Folk"
"614","012514","Folk"
"615","012518","Pop"
"616","012521","Rock"
"617","012526","Hip-Hop"
"618","012527","Pop"
"619","012530","Pop"
"620","012531","Hip-Hop"
"621","012532","Pop"
"622","012537","Pop"
"623","012551","Pop"
"624","012552","Pop"
"625","012654","Pop"
"626","012690","International"
"627","012691","International"
"628","012692","International"
"629","012737","Experimental"
"630","012985","Folk"
"631","012986","Folk"
"632","013191","Pop"
"633","013197","Pop"
"634","013199","Hip-Hop"
"635","013201","Hip-Hop"
"636","013218","Pop"
"637","013220","Pop"
"638","013325","Rock"
"639","013328","Pop"
"640","013362","Pop"
"641","013378","Pop"
"642","013474","Electronic"
"643","013537","International"
"644","013538","International"
"645","013539","International"
"646","013540","International"
"647","013556","Rock"
"648","013561","Hip-Hop"
"649","013562","Electronic"
"650","013566","Hip-Hop"
"651","013571","Electronic"
"652","013578","Experimental"
"653","013591","Hip-Hop"
"654","013596","Rock"
"655","013666","Rock"
"656","013668","Electronic"
"657","013670","Hip-Hop"
"658","013706","Electronic"
"659","013707","Electronic"
"660","013708","Electronic"
"661","013709","Electronic"
"662","013710","Electronic"
"663","013711","Electronic"
"664","013735","Hip-Hop"
"665","013747","Hip-Hop"
"666","013748","Hip-Hop"
"667","013749","Hip-Hop"
"668","013767","Hip-Hop"
"669","013768","Hip-Hop"
"670","013804","Hip-Hop"
"671","013927","Folk"
"672","013928","Folk"
"673","013929","Folk"
"674","013930","Folk"
"675","014063","Electronic"
"676","014208","Electronic"
"677","014315","International"
"678","014316","International"
"679","014317","International"
"680","014318","International"
"681","014319","International"
"682","014320","International"
"683","014344","Electronic"
"684","014358","Hip-Hop"
"685","014363","Hip-Hop"
"686","014365","Hip-Hop"
"687","014386","Hip-Hop"
"688","014391","Hip-Hop"
"689","014538","Hip-Hop"
"690","014539","Hip-Hop"
"691","014541","Hip-Hop"
"692","014542","Hip-Hop"
"693","014568","Instrumental"
"694","014569","Instrumental"
"695","014570","Instrumental"
"696","014571","Instrumental"
"697","014572","Instrumental"
"698","014576","Instrumental"
"699","014577","Instrumental"
"700","014578","Instrumental"
"701","014579","Instrumental"
"702","014580","Instrumental"
"703","014581","Instrumental"
"704","014583","Instrumental"
"705","014584","Instrumental"
"706","014585","Instrumental"
"707","014586","Instrumental"
"708","014588","Instrumental"
"709","014589","Instrumental"
"710","014590","Instrumental"
"711","014601","International"
"712","014602","International"
"713","014603","International"
"714","014604","International"
"715","014653","Rock"
"716","014661","Folk"
"717","014663","Pop"
"718","014684","Folk"
"719","014690","Experimental"
"720","014693","Folk"
"721","014733","Rock"
"722","014734","Rock"
"723","014735","Rock"
"724","014736","Rock"
"725","014737","Rock"
"726","014738","Rock"
"727","014739","Rock"
"728","014740","Rock"
"729","014741","Rock"
"730","014742","Rock"
"731","014743","Rock"
"732","014744","Rock"
"733","014745","Rock"
"734","014809","Folk"
"735","014869","Electronic"
"736","015094","Experimental"
"737","015210","Hip-Hop"
"738","015464","Experimental"
"739","015469","Experimental"
"740","015471","Experimental"
"741","015475","Experimental"
"742","015476","Experimental"
"743","015487","International"
"744","015488","International"
"745","015540","Experimental"
"746","015541","Experimental"
"747","015542","Experimental"
"748","015543","Experimental"
"749","015625","Experimental"
"750","015769","Electronic"
"751","015770","Electronic"
"752","015771","Electronic"
"753","015772","Electronic"
"754","015773","Electronic"
"755","015880","International"
"756","016095","Pop"
"757","016155","Pop"
"758","016158","Pop"
"759","016162","Hip-Hop"
"760","016163","Pop"
"761","016334","International"
"762","016337","Pop"
"763","016338","Pop"
"764","016339","Pop"
"765","016340","Pop"
"766","016354","Rock"
"767","016743","International"
"768","016744","International"
"769","016745","International"
"770","016747","International"
"771","016819","Rock"
"772","016820","Rock"
"773","016821","Rock"
"774","016822","Rock"
"775","016878","Hip-Hop"
"776","016879","Hip-Hop"
"777","016880","Hip-Hop"
"778","016895","Pop"
"779","016994","Rock"
"780","016995","Rock"
"781","016997","Rock"
"782","017132","Folk"
"783","017344","Pop"
"784","017345","Pop"
"785","017462","Rock"
"786","017491","Hip-Hop"
"787","017496","Hip-Hop"
"788","017499","Hip-Hop"
"789","017500","Hip-Hop"
"790","017573","Experimental"
"791","017588","Electronic"
"792","017605","International"
"793","017606","International"
"794","017607","International"
"795","017608","International"
"796","017609","International"
"797","017610","International"
"798","017611","International"
"799","017631","International"
"800","017632","International"
"801","017633","International"
"802","017634","International"
"803","017635","International"
"804","017636","International"
"805","017637","International"
"806","017644","Experimental"
"807","017735","Rock"
"808","017782","Hip-Hop"
"809","017884","Electronic"
"810","017906","Pop"
"811","018031","International"
"812","018032","International"
"813","018033","International"
"814","018034","International"
"815","018037","International"
"816","018038","International"
"817","018039","International"
"818","018043","International"
"819","018044","International"
"820","018112","Experimental"
"821","018124","Experimental"
"822","018144","Pop"
"823","018145","Pop"
"824","018146","Pop"
"825","018159","Folk"
"826","018197","Rock"
"827","018350","Folk"
"828","018607","Rock"
"829","018611","Rock"
"830","018876","Experimental"
"831","018877","Experimental"
"832","018887","Rock"
"833","019073","Pop"
"834","019074","Pop"
"835","019179","Rock"
"836","019184","Rock"
"837","019187","Rock"
"838","019192","Experimental"
"839","019412","Pop"
"840","019413","Pop"
"841","019415","Pop"
"842","019416","Pop"
"843","019417","Pop"
"844","019418","Pop"
"845","019420","Pop"
"846","019422","Pop"
"847","019423","Pop"
"848","019425","Pop"
"849","019438","Hip-Hop"
"850","019439","Hip-Hop"
"851","019441","Pop"
"852","019442","Pop"
"853","019459","International"
"854","019673","International"
"855","019674","International"
"856","019685","Rock"
"857","019689","Pop"
"858","019707","Folk"
"859","019708","Folk"
"860","019729","Hip-Hop"
"861","019758","Pop"
"862","019759","Pop"
"863","019760","Pop"
"864","019889","International"
"865","019890","International"
"866","019891","International"
"867","020050","Rock"
"868","020296","Experimental"
"869","020361","Instrumental"
"870","020362","Instrumental"
"871","020364","Instrumental"
"872","020365","Instrumental"
"873","020366","Instrumental"
"874","020369","Instrumental"
"875","020372","Instrumental"
"876","020373","Instrumental"
"877","020374","Instrumental"
"878","020375","Instrumental"
"879","020376","Instrumental"
"880","020424","Experimental"
"881","020432","International"
"882","020469","Hip-Hop"
"883","020667","Electronic"
"884","020704","Pop"
"885","020818","Experimental"
"886","021058","Experimental"
"887","021085","Electronic"
"888","021087","Folk"
"889","021167","Electronic"
"890","021228","Hip-Hop"
"891","021231","Pop"
"892","021232","Pop"
"893","021400","Pop"
"894","021401","Pop"
"895","021402","Pop"
"896","021403","Pop"
"897","021404","Pop"
"898","021409","Pop"
"899","021422","Electronic"
"900","021565","Pop"
"901","021587","Pop"
"902","021657","Pop"
"903","021672","Pop"
"904","021676","Pop"
"905","021677","Pop"
"906","021707","Folk"
"907","021774","Experimental"
"908","021842","Electronic"
"909","021859","Rock"
"910","021860","Rock"
"911","021891","Electronic"
"912","021895","Electronic"
"913","021995","Pop"
"914","021996","Pop"
"915","021997","Pop"
"916","021998","Pop"
"917","021999","Pop"
"918","022000","Pop"
"919","022001","Pop"
"920","022088","Hip-Hop"
"921","022091","Hip-Hop"
"922","022093","Rock"
"923","022094","Hip-Hop"
"924","022095","Electronic"
"925","022097","Pop"
"926","022150","Experimental"
"927","022295","Hip-Hop"
"928","022296","Hip-Hop"
"929","022315","International"
"930","022348","Pop"
"931","022472","Pop"
"932","022473","Pop"
"933","022474","Pop"
"934","022475","Pop"
"935","022476","Pop"
"936","022477","Pop"
"937","022478","Pop"
"938","022479","Pop"
"939","022480","Pop"
"940","022481","Pop"
"941","023010","Electronic"
"942","023013","Electronic"
"943","023014","Folk"
"944","023015","Folk"
"945","023016","Electronic"
"946","023037","Rock"
"947","023039","Pop"
"948","023041","Rock"
"949","023063","Experimental"
"950","023155","International"
"951","023156","International"
"952","023172","Rock"
"953","023329","Experimental"
"954","023353","Electronic"
"955","023355","Electronic"
"956","023371","Folk"
"957","023372","Electronic"
"958","023505","Electronic"
"959","023862","Electronic"
"960","024216","Experimental"
"961","024217","Experimental"
"962","024218","Experimental"
"963","024362","International"
"964","024363","International"
"965","024364","International"
"966","024365","International"
"967","024366","International"
"968","024367","International"
"969","024368","International"
"970","024369","International"
"971","024370","International"
"972","024371","International"
"973","024418","Hip-Hop"
"974","024420","Hip-Hop"
"975","024421","Hip-Hop"
"976","024422","Hip-Hop"
"977","024423","Hip-Hop"
"978","024424","Hip-Hop"
"979","024425","Hip-Hop"
"980","024426","Hip-Hop"
"981","024427","Hip-Hop"
"982","024428","Hip-Hop"
"983","024429","Hip-Hop"
"984","024430","Hip-Hop"
"985","024431","Hip-Hop"
"986","024432","Hip-Hop"
"987","024512","Experimental"
"988","024515","Experimental"
"989","024521","Experimental"
"990","024524","Experimental"
"991","024698","International"
"992","024699","International"
"993","024700","International"
"994","024701","International"
"995","024702","International"
"996","024717","International"
"997","024720","International"
"998","024739","International"
"999","024741","International"
"1000","024742","International"
"1001","024745","International"
"1002","024746","International"
"1003","024747","International"
"1004","024748","International"
"1005","024749","International"
"1006","024842","International"
"1007","024898","Experimental"
"1008","024899","Experimental"
"1009","024901","Experimental"
"1010","024912","Experimental"
"1011","024915","Experimental"
"1012","024917","Experimental"
"1013","024963","Experimental"
"1014","024975","Experimental"
"1015","024983","Experimental"
"1016","025028","International"
"1017","025029","International"
"1018","025030","International"
"1019","025031","International"
"1020","025032","International"
"1021","025033","International"
"1022","025055","Pop"
"1023","025063","Experimental"
"1024","025066","Electronic"
"1025","025104","Pop"
"1026","025124","Pop"
"1027","025215","International"
"1028","025216","International"
"1029","025227","International"
"1030","025232","International"
"1031","025233","International"
"1032","025234","International"
"1033","025235","International"
"1034","025324","Experimental"
"1035","025378","Electronic"
"1036","025601","International"
"1037","025603","International"
"1038","025605","International"
"1039","025606","International"
"1040","025608","International"
"1041","025609","International"
"1042","025668","International"
"1043","025669","International"
"1044","025670","International"
"1045","025795","International"
"1046","025796","International"
"1047","025797","International"
"1048","025802","International"
"1049","025804","International"
"1050","026007","Hip-Hop"
"1051","026008","Hip-Hop"
"1052","026010","Hip-Hop"
"1053","026011","Hip-Hop"
"1054","026012","Hip-Hop"
"1055","026013","Hip-Hop"
"1056","026014","Hip-Hop"
"1057","026016","Hip-Hop"
"1058","026017","Hip-Hop"
"1059","026020","Hip-Hop"
"1060","026021","Hip-Hop"
"1061","026022","Hip-Hop"
"1062","026025","Hip-Hop"
"1063","026026","Hip-Hop"
"1064","026034","Hip-Hop"
"1065","026035","Hip-Hop"
"1066","026036","Hip-Hop"
"1067","026169","Pop"
"1068","026174","Pop"
"1069","026298","Pop"
"1070","026301","Experimental"
"1071","026302","Folk"
"1072","026307","Experimental"
"1073","026322","Experimental"
"1074","026464","Folk"
"1075","026465","Folk"
"1076","026466","Folk"
"1077","026583","Experimental"
"1078","026600","Experimental"
"1079","026605","Experimental"
"1080","026629","Electronic"
"1081","026638","Rock"
"1082","026639","Rock"
"1083","026640","Rock"
"1084","026641","Rock"
"1085","026642","Rock"
"1086","026643","Rock"
"1087","026651","Electronic"
"1088","026652","Electronic"
"1089","026653","Electronic"
"1090","026654","Electronic"
"1091","026655","Electronic"
"1092","026656","Electronic"
"1093","026657","Electronic"
"1094","026658","Electronic"
"1095","026659","Electronic"
"1096","026674","Rock"
"1097","026681","Rock"
"1098","026754","Pop"
"1099","026765","Pop"
"1100","026859","Electronic"
"1101","026861","Electronic"
"1102","026902","Electronic"
"1103","026904","Electronic"
"1104","026905","Electronic"
"1105","026906","Electronic"
"1106","027164","Pop"
"1107","027177","Electronic"
"1108","027194","International"
"1109","027195","International"
"1110","027197","International"
"1111","027198","International"
"1112","027258","Folk"
"1113","027406","Electronic"
"1114","027454","Experimental"
"1115","027455","Experimental"
"1116","027456","Experimental"
"1117","027547","Pop"
"1118","027548","Pop"
"1119","027549","Pop"
"1120","027550","Pop"
"1121","027551","Pop"
"1122","027552","Pop"
"1123","027609","International"
"1124","027610","International"
"1125","027611","International"
"1126","027612","International"
"1127","027613","International"
"1128","027667","Electronic"
"1129","027673","Electronic"
"1130","027797","Pop"
"1131","027798","Electronic"
"1132","027799","Hip-Hop"
"1133","027802","Pop"
"1134","027803","Experimental"
"1135","027804","Folk"
"1136","027805","Pop"
"1137","027855","Folk"
"1138","027856","Folk"
"1139","027866","Experimental"
"1140","027945","Experimental"
"1141","027953","International"
"1142","027975","International"
"1143","027978","International"
"1144","027981","International"
"1145","027987","International"
"1146","028070","Rock"
"1147","028072","Rock"
"1148","028179","Electronic"
"1149","028241","Experimental"
"1150","028260","Rock"
"1151","028266","Rock"
"1152","028274","Rock"
"1153","028375","Experimental"
"1154","028376","Experimental"
"1155","028477","Pop"
"1156","028478","Pop"
"1157","028479","Pop"
"1158","028480","Pop"
"1159","028481","Pop"
"1160","028482","Pop"
"1161","028483","Pop"
"1162","028484","Pop"
"1163","028485","Pop"
"1164","028546","Electronic"
"1165","028548","Electronic"
"1166","028553","Electronic"
"1167","028571","Experimental"
"1168","028608","Pop"
"1169","028692","Rock"
"1170","028802","Pop"
"1171","029037","Electronic"
"1172","029039","Electronic"
"1173","029040","Electronic"
"1174","029041","Electronic"
"1175","029042","Electronic"
"1176","029043","Electronic"
"1177","029044","Electronic"
"1178","029045","Pop"
"1179","029128","Pop"
"1180","029180","Pop"
"1181","029243","Pop"
"1182","029245","Pop"
"1183","029255","Pop"
"1184","029271","Pop"
"1185","029272","Experimental"
"1186","029350","International"
"1187","029351","International"
"1188","029355","International"
"1189","029465","Experimental"
"1190","029480","Folk"
"1191","029526","Electronic"
"1192","029528","Electronic"
"1193","029530","Electronic"
"1194","029587","Hip-Hop"
"1195","029602","Hip-Hop"
"1196","029673","Electronic"
"1197","029718","Hip-Hop"
"1198","029719","Hip-Hop"
"1199","029720","Hip-Hop"
"1200","029721","Hip-Hop"
"1201","029738","Experimental"
"1202","029739","Experimental"
"1203","029740","Experimental"
"1204","029741","Experimental"
